구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),패턴,상태,손절가,익절가,손익률(%),보유일수
손절,042420.KS,네오위즈홀딩스,2026-01-26,2026-01-27,27000.0,23475.0,2026-03-05,,,,,,-13.06,
손절,251970.KS,펌텍코리아,2026-01-22,2026-01-23,59400.0,46475.0,2026-03-04,,,,,,-21.76,
손절,025320.KS,시노펙스,2026-01-28,2026-01-29,7510.0,5745.0,2026-03-04,,,,,,-23.5,
손절,030520.KS,한글과컴퓨터,2026-01-28,2026-01-29,26550.0,19535.0,2026-03-04,,,,,,-26.42,
손절,097520.KS,엠씨넥스,2026-01-19,2026-01-20,31800.0,23475.0,2026-03-04,,,,,,-26.18,
익절,010820.KS,퍼스텍,2026-02-12,2026-02-13,4995.0,8105.0,2026-03-04,,,,,,62.26,
손절,094480.KS,갤럭시아머니트리,2026-01-30,2026-02-02,11640.0,8535.0,2026-03-04,,,,,,-26.68,
익절,047810.KS,한국항공우주,2026-01-05,2026-01-06,123000.0,203550.0,2026-03-03,,,,,,65.49,
손절,293490.KS,카카오게임즈,2026-01-28,2026-01-29,17460.0,14280.0,2026-03-03,,,,,,-18.21,
손절,036620.KS,감성코퍼레이션,2026-02-10,2026-02-11,7380.0,5780.0,2026-03-03,,,,,,-21.68,
익절,006340.KS,대원전선,2026-02-20,2026-02-23,4345.0,6500.0,2026-03-03,,,,,,49.6,
익절,002380.KS,KCC,2026-01-14,2026-01-15,432342.9733914399,665000.0,2026-02-27,,,,,,53.81,
손절,079940.KS,가비아,2026-01-29,2026-01-30,35950.0,31375.0,2026-02-27,,,,,,-12.73,
손절,016880.KS,웅진,2026-02-10,2026-02-11,2600.0,2160.0,2026-02-27,,,,,,-16.92,
익절,046890.KS,서울반도체,2026-01-29,2026-01-30,7820.0,13705.0,2026-02-26,,,,,,75.26,
손절,114840.KS,아이패밀리에스씨,2026-02-02,2026-02-03,16290.0,13485.0,2026-02-26,,,,,,-17.22,
익절,057050.KS,현대홈쇼핑,2026-01-29,2026-01-30,57000.0,93700.0,2026-02-25,,,,,,64.39,
손절,112040.KS,위메이드,2026-01-28,2026-01-29,32450.0,26800.0,2026-02-25,,,,,,-17.41,
손절,042000.KS,카페24,2026-01-28,2026-01-29,39850.0,33675.0,2026-02-25,,,,,,-15.5,
익절,131030.KS,옵투스제약,2026-01-22,2026-01-23,7400.0,11730.0,2026-02-24,,,,,,58.51,
익절,000540.KS,흥국화재,2026-02-11,2026-02-12,4180.0,6085.0,2026-02-24,,,,,,45.57,
익절,005940.KS,NH투자증권,2026-01-23,2026-01-26,24050.0,39600.0,2026-02-23,,,,,,64.66,
익절,039490.KS,키움증권,2026-01-06,2026-01-07,317000.0,484500.0,2026-02-23,,,,,,52.84,
익절,088350.KS,한화생명,2026-01-23,2026-01-26,3775.0,6680.0,2026-02-23,,,,,,76.95,
익절,003540.KS,대신증권,2026-01-29,2026-01-30,31150.0,48700.0,2026-02-23,,,,,,56.34,
익절,327260.KS,RF머트리얼즈,2026-01-23,2026-01-26,28700.0,46550.0,2026-02-23,,,,,,62.2,
익절,009290.KS,광동제약,2026-02-04,2026-02-05,6150.0,11750.0,2026-02-23,,,,,,91.06,
익절,005930.KS,삼성전자,2025-12-26,2025-12-29,119400.0,189450.0,2026-02-20,,,,,,58.67,
익절,003530.KS,한화투자증권,2026-01-28,2026-01-29,6100.0,9655.0,2026-02-20,,,,,,58.28,
익절,030610.KS,교보증권,2026-01-20,2026-01-21,10150.0,17235.0,2026-02-20,,,,,,69.8,
익절,016610.KS,DB증권,2026-01-02,2026-01-05,10940.0,18015.0,2026-02-20,,,,,,64.67,
익절,001720.KS,신영증권,2025-12-30,2026-01-02,136200.0,240750.0,2026-02-19,,,,,,76.76,
손절,222800.KS,심텍,2026-01-28,2026-01-29,62000.0,51100.0,2026-02-13,,,,,,-17.58,
익절,130660.KS,한전산업,2026-01-20,2026-01-21,12380.0,20250.0,2026-02-12,,,,,,63.57,
손절,036570.KS,엔씨소프트,2026-01-13,2026-01-14,245000.0,205500.0,2026-02-10,,,,,,-16.12,
익절,289930.KS,웨이비스,2026-01-06,2026-01-07,10300.0,18125.0,2026-02-10,,,,,,75.97,
손절,160190.KS,하이젠알앤엠,2026-01-21,2026-01-22,78000.0,67900.0,2026-02-09,,,,,,-12.95,
손절,090360.KS,로보스타,2026-01-19,2026-01-20,95000.0,78550.0,2026-02-09,,,,,,-17.32,
손절,257720.KS,실리콘투,2026-01-26,2026-01-27,51500.0,41625.0,2026-02-06,,,,,,-19.17,
손절,101730.KS,위메이드맥스,2026-01-28,2026-01-29,8040.0,6530.0,2026-02-06,,,,,,-18.78,
익절,080160.KS,모두투어,2026-01-16,2026-01-19,10450.0,16765.0,2026-02-06,,,,,,60.43,
익절,272210.KS,한화시스템,2026-01-09,2026-01-12,78300.0,115400.0,2026-02-05,,,,,,47.38,
익절,006800.KS,미래에셋증권,2026-01-06,2026-01-07,28700.0,50475.0,2026-02-04,,,,,,75.87,
익절,092870.KS,엑시콘,2026-01-05,2026-01-06,16905.727835124435,27312.0,2026-02-04,,,,,,61.56,
손절,214450.KS,파마리서치,2026-01-26,2026-01-27,503000.0,440250.0,2026-02-03,,,,,,-12.48,
손절,100090.KS,SK오션플랜트,2026-01-08,2026-01-09,21200.0,17255.0,2026-02-03,,,,,,-18.61,
손절,328130.KS,루닛,2026-01-28,2026-01-29,47500.0,39325.0,2026-02-03,,,,,,-17.21,
손절,047920.KS,HLB제약,2026-01-23,2026-01-26,22250.0,16550.0,2026-02-02,,,,,,-25.62,
손절,123410.KS,코리아에프티,2026-01-21,2026-01-22,9400.0,7940.0,2026-01-29,,,,,,-15.53,
익절,099320.KS,쎄트렉아이,2026-01-02,2026-01-05,88000.0,138250.0,2026-01-22,,,,,,57.1,
손절,281820.KS,케이씨텍,2026-01-06,2026-01-07,45121.629753707624,38064.0,2026-01-22,,,,,,-15.64,
손절,232140.KS,와이씨,2026-01-06,2026-01-07,17260.0,14205.0,2026-01-21,,,,,,-17.7,
익절,348340.KS,뉴로메카,2026-01-13,2026-01-14,52700.0,105150.0,2026-01-21,,,,,,99.53,
익절,012860.KS,모베이스전자,2026-01-07,2026-01-08,1510.0,2822.0,2026-01-12,,,,,,86.92,
보유중,138490.KS,코오롱ENP,2026-01-29,2026-01-30,9990.0,15380.0,,,,,8424.0,15549.0,53.95,55
보유중,023530.KS,롯데쇼핑,2026-01-22,2026-01-23,77800.0,114100.0,,,,,65602.0,121090.0,46.66,62
보유중,053690.KS,한미글로벌,2026-01-19,2026-01-20,18340.0,26700.0,,,,,15465.0,28545.0,45.58,65
보유중,005680.KS,삼영전자,2026-01-22,2026-01-23,10990.0,15940.0,,,,,9267.0,17105.0,45.04,62
보유중,234690.KS,녹십자웰빙,2026-02-23,2026-02-24,9900.0,14330.0,,,,,8348.0,15409.0,44.75,30
보유중,045100.KS,한양이엔지,2026-01-02,2026-01-05,23850.0,32450.0,,,,,20111.0,37121.0,36.06,80
보유중,032830.KS,삼성생명,2026-01-05,2026-01-06,163500.0,222000.0,,,,,137866.0,254476.0,35.78,79
보유중,017670.KS,SK텔레콤,2026-01-19,2026-01-20,59500.0,80000.0,,,,,50171.0,92608.0,34.45,65
보유중,166090.KS,하나머티리얼즈,2026-01-05,2026-01-06,47500.0,63700.0,,,,,40053.0,73930.0,34.11,79
보유중,211270.KS,AP위성,2026-01-02,2026-01-05,13900.0,18620.0,,,,,11721.0,21634.0,33.96,80
보유중,101490.KS,에스앤에스텍,2026-01-13,2026-01-14,65300.0,86400.0,,,,,55062.0,101635.0,32.31,71
보유중,005945.KS,NH투자증권우,2026-01-20,2026-01-21,20500.0,26950.0,,,,,17286.0,31907.0,31.46,64
보유중,034830.KS,한국토지신탁,2026-02-12,2026-02-13,1339.0,1744.0,,,,,1129.0,2084.0,30.25,41
보유중,264450.KS,유비쿼스,2026-01-21,2026-01-22,12950.0,16820.0,,,,,10920.0,20156.0,29.88,63
보유중,086820.KS,바이오솔루션,2026-02-25,2026-02-26,9920.0,12660.0,,,,,8365.0,15440.0,27.62,28
보유중,001750.KS,한양증권,2026-01-29,2026-01-30,20550.0,26200.0,,,,,17328.0,31985.0,27.49,55
보유중,033160.KS,엠케이전자,2026-03-11,2026-03-12,12890.0,16350.0,,,,,10869.0,20062.0,26.84,14
보유중,112610.KS,씨에스윈드,2026-02-19,2026-02-20,49000.0,62100.0,,,,,41318.0,76265.0,26.73,34
보유중,031330.KS,에스에이엠티,2025-12-30,2026-01-02,4150.0,5240.0,,,,,3499.0,6459.0,26.27,83
보유중,226950.KS,올릭스,2026-02-25,2026-02-26,159700.0,200000.0,,,,,134662.0,248562.0,25.23,28
보유중,003460.KS,유화증권,2026-01-29,2026-01-30,2930.0,3660.0,,,,,2471.0,4560.0,24.91,55
보유중,078020.KS,LS증권,2026-01-29,2026-01-30,5850.0,7250.0,,,,,4933.0,9105.0,23.93,55
보유중,126720.KS,수산인더스트리,2026-01-14,2026-01-15,22391.652410810086,27550.0,,,,,18881.0,34851.0,23.04,70
보유중,025860.KS,남해화학,2026-02-05,2026-02-06,6870.0,8440.0,,,,,5793.0,10693.0,22.85,48
보유중,122990.KS,와이솔,2026-01-15,2026-01-16,5960.0,7310.0,,,,,5026.0,9276.0,22.65,69
보유중,104830.KS,원익머트리얼즈,2026-01-05,2026-01-06,34750.0,42600.0,,,,,29302.0,54086.0,22.59,79
보유중,071055.KS,한국금융지주우,2026-01-16,2026-01-19,132103.7856793577,161000.0,,,,,111392.0,205610.0,21.87,66
보유중,005830.KS,DB손해보험,2026-01-30,2026-02-02,144900.0,175900.0,,,,,122182.0,225527.0,21.39,52
보유중,003470.KS,유안타증권,2026-01-23,2026-01-26,4075.0,4915.0,,,,,3436.0,6342.0,20.61,59
보유중,016360.KS,삼성증권,2026-01-06,2026-01-07,78500.0,94500.0,,,,,66193.0,122180.0,20.38,78
보유중,005880.KS,대한해운,2026-01-28,2026-01-29,1959.0,2355.0,,,,,1652.0,3049.0,20.21,56
보유중,001500.KS,현대차증권,2026-01-23,2026-01-26,9110.0,10900.0,,,,,7682.0,14179.0,19.65,59
보유중,036190.KS,금화피에스시,2026-01-16,2026-01-19,31050.0,37100.0,,,,,26182.0,48327.0,19.48,66
보유중,170920.KS,엘티씨,2026-03-18,2026-03-19,29400.0,34850.0,,,,,24791.0,45759.0,18.54,7
보유중,028050.KS,삼성E&A,2026-01-23,2026-01-26,27800.0,32900.0,,,,,23441.0,43269.0,18.35,59
보유중,009155.KS,삼성전기우,2026-02-19,2026-02-20,148800.0,176000.0,,,,,125471.0,231597.0,18.28,34
보유중,091700.KS,파트론,2026-01-27,2026-01-28,7190.0,8450.0,,,,,6063.0,11191.0,17.52,57
보유중,023760.KS,한국캐피탈,2026-02-04,2026-02-05,835.0,981.0,,,,,704.0,1300.0,17.49,49
보유중,357780.KS,솔브레인,2026-01-21,2026-01-22,336500.0,395000.0,,,,,283742.0,523739.0,17.38,63
보유중,002310.KS,아세아제지,2026-01-26,2026-01-27,7710.0,9050.0,,,,,6501.0,12000.0,17.38,58
보유중,251370.KS,와이엠티,2026-02-04,2026-02-05,13100.0,15300.0,,,,,11046.0,20389.0,16.79,49
보유중,131970.KS,두산테스나,2026-03-17,2026-03-18,85700.0,100000.0,,,,,72264.0,133386.0,16.69,8
보유중,272290.KS,이녹스첨단소재,2026-01-22,2026-01-23,28200.0,32900.0,,,,,23779.0,43891.0,16.67,62
보유중,316140.KS,우리금융지주,2026-01-22,2026-01-23,28483.895958914974,33200.0,,,,,24018.0,44333.0,16.56,62
보유중,039560.KS,다산네트웍스,2026-03-11,2026-03-12,4420.0,5150.0,,,,,3727.0,6879.0,16.52,14
보유중,044450.KS,KSS해운,2026-01-29,2026-01-30,9100.0,10600.0,,,,,7673.0,14164.0,16.48,55
보유중,082640.KS,동양생명,2026-02-04,2026-02-05,7540.0,8670.0,,,,,6358.0,11735.0,14.99,49
보유중,105560.KS,KB금융,2026-01-22,2026-01-23,132420.4030005531,152200.0,,,,,111659.0,206103.0,14.94,62
보유중,005387.KS,현대차2우B,2026-01-06,2026-01-07,219627.15518842888,252000.0,,,,,185193.0,341834.0,14.74,78
보유중,138930.KS,BNK금융지주,2026-01-28,2026-01-29,16068.103382377692,18430.0,,,,,13549.0,25009.0,14.7,56
보유중,055550.KS,신한지주,2026-01-20,2026-01-21,81593.42327008929,93400.0,,,,,68801.0,126994.0,14.47,64
보유중,071050.KS,한국금융지주,2026-01-23,2026-01-26,188723.88534275215,216000.0,,,,,159135.0,293736.0,14.45,59
보유중,001200.KS,유진투자증권,2026-01-29,2026-01-30,4320.0,4930.0,,,,,3643.0,6724.0,14.12,55
보유중,011760.KS,현대코퍼레이션,2026-01-23,2026-01-26,22750.0,25950.0,,,,,19183.0,35409.0,14.07,59
보유중,003547.KS,대신증권2우B,2026-01-23,2026-01-26,21200.0,24150.0,,,,,17876.0,32996.0,13.92,59
보유중,000500.KS,가온전선,2026-01-06,2026-01-07,93922.95271984216,105600.0,,,,,79197.0,146185.0,12.43,78
보유중,023590.KS,다우기술,2026-01-23,2026-01-26,42400.0,47650.0,,,,,35752.0,65993.0,12.38,59
보유중,001800.KS,오리온홀딩스,2026-02-04,2026-02-05,22700.0,25450.0,,,,,19141.0,35331.0,12.11,49
보유중,237690.KS,에스티팜,2026-01-23,2026-01-26,138300.0,154800.0,,,,,116617.0,215254.0,11.93,59
보유중,281740.KS,레이크머티리얼즈,2026-01-21,2026-01-22,17860.0,19980.0,,,,,15060.0,27798.0,11.87,63
보유중,056190.KS,에스에프에이,2026-01-05,2026-01-06,24550.0,27350.0,,,,,20701.0,38210.0,11.41,79
보유중,058430.KS,포스코스틸리온,2026-01-19,2026-01-20,41350.0,45900.0,,,,,34867.0,64358.0,11.0,65
보유중,003690.KS,코리안리,2026-01-06,2026-01-07,12040.0,13350.0,,,,,10152.0,18739.0,10.88,78
보유중,005010.KS,휴스틸,2026-02-20,2026-02-23,4700.0,5200.0,,,,,3963.0,7315.0,10.64,31
보유중,003545.KS,대신증권우,2026-01-29,2026-01-30,22700.0,25100.0,,,,,19141.0,35331.0,10.57,55
보유중,213420.KS,덕산네오룩스,2026-03-13,2026-03-17,47900.0,52900.0,,,,,40390.0,74553.0,10.44,9
보유중,310210.KS,보로노이,2026-02-23,2026-02-24,287000.0,316000.0,,,,,242003.0,446696.0,10.1,30
보유중,086790.KS,하나금융지주,2026-01-20,2026-01-21,98915.87863226453,108800.0,,,,,83408.0,153956.0,9.99,64
보유중,278470.KS,에이피알,2026-01-22,2026-01-23,282000.0,310000.0,,,,,237787.0,438913.0,9.93,62
보유중,014680.KS,한솔케미칼,2026-01-20,2026-01-21,257000.0,282500.0,,,,,216707.0,400003.0,9.92,64
보유중,099190.KS,아이센스,2026-02-04,2026-02-05,18260.0,20050.0,,,,,15397.0,28420.0,9.8,49
보유중,001060.KS,JW중외제약,2026-01-20,2026-01-21,28600.0,31400.0,,,,,24116.0,44514.0,9.79,64
보유중,330860.KS,네패스아크,2026-03-20,2026-03-23,24700.0,27100.0,,,,,20827.0,38444.0,9.72,3
보유중,017940.KS,E1,2026-02-03,2026-02-04,92400.0,101300.0,,,,,77913.0,143814.0,9.63,50
보유중,093050.KS,LF,2026-02-10,2026-02-11,21350.0,23400.0,,,,,18003.0,33230.0,9.6,43
보유중,139130.KS,iM금융지주,2026-02-03,2026-02-04,15497.911681581014,16980.0,,,,,13068.0,24121.0,9.56,50
보유중,123890.KS,한국자산신탁,2026-01-29,2026-01-30,2570.0,2815.0,,,,,2167.0,4000.0,9.53,55
보유중,192820.KS,코스맥스,2026-01-07,2026-01-08,172400.0,188800.0,,,,,145371.0,268329.0,9.51,77
보유중,002020.KS,코오롱,2026-01-30,2026-02-02,57555.62214712079,63000.0,,,,,48532.0,89581.0,9.46,52
보유중,036890.KS,진성티이씨,2026-01-29,2026-01-30,14490.0,15850.0,,,,,12218.0,22553.0,9.39,55
보유중,217730.KS,강스템바이오텍,2026-03-11,2026-03-12,2525.0,2760.0,,,,,2129.0,3930.0,9.31,14
보유중,00104K.KS,CJ4우(전환),2026-01-23,2026-01-26,163000.0,177900.0,,,,,137444.0,253698.0,9.14,59
보유중,307750.KS,국전약품,2026-02-27,2026-03-03,4265.0,4650.0,,,,,3596.0,6638.0,9.03,23
보유중,005385.KS,현대차우,2026-01-07,2026-01-08,230546.53006737385,250500.0,,,,,194401.0,358830.0,8.65,77
보유중,043150.KS,바텍,2026-01-29,2026-01-30,20600.0,22350.0,,,,,17370.0,32062.0,8.5,55
보유중,119610.KS,인터로조,2026-01-29,2026-01-30,18010.0,19510.0,,,,,15186.0,28031.0,8.33,55
보유중,095570.KS,AJ네트웍스,2026-01-29,2026-01-30,4680.924146247632,5070.0,,,,,3947.0,7286.0,8.31,55
보유중,004690.KS,삼천리,2026-01-29,2026-01-30,138300.0,149500.0,,,,,116617.0,215254.0,8.1,55
보유중,012750.KS,에스원,2026-02-02,2026-02-03,81000.0,87500.0,,,,,68301.0,126071.0,8.02,51
보유중,024110.KS,기업은행,2026-01-27,2026-01-28,21700.0,23400.0,,,,,18298.0,33775.0,7.83,57
보유중,267270.KS,HD현대건설기계,2026-01-12,2026-01-13,120232.17156121926,129600.0,,,,,101382.0,187133.0,7.79,72
보유중,042520.KS,한스바이오메드,2026-01-30,2026-02-02,39000.0,42000.0,,,,,32885.0,60701.0,7.69,52
보유중,067390.KS,아스트,2026-02-09,2026-02-10,691.0,744.0,,,,,583.0,1075.0,7.67,44
보유중,030210.KS,다올투자증권,2026-01-27,2026-01-28,3800.0,4085.0,,,,,3204.0,5914.0,7.5,57
보유중,122640.KS,예스티,2026-01-28,2026-01-29,20100.0,21500.0,,,,,16949.0,31284.0,6.97,56
보유중,003300.KS,한일홀딩스,2026-02-26,2026-02-27,17300.0,18460.0,,,,,14588.0,26926.0,6.71,27
보유중,134380.KS,미원화학,2026-02-12,2026-02-13,113000.0,119700.0,,,,,95284.0,175877.0,5.93,41
보유중,128940.KS,한미약품,2026-01-28,2026-01-29,522000.0,551000.0,,,,,440159.0,812457.0,5.56,56
보유중,185750.KS,종근당,2026-02-05,2026-02-06,87500.0,91700.0,,,,,73781.0,136188.0,4.8,48
보유중,079900.KS,전진건설로봇,2026-01-23,2026-01-26,50325.14071549228,52600.0,,,,,42435.0,78328.0,4.52,59
보유중,356860.KS,티엘비,2026-03-18,2026-03-19,71200.0,74400.0,,,,,60037.0,110818.0,4.49,7
보유중,126700.KS,하이비젼시스템,2026-01-06,2026-01-07,16640.0,17370.0,,,,,14031.0,25899.0,4.39,78
보유중,009900.KS,명신산업,2026-01-16,2026-01-19,9420.0,9830.0,,,,,7943.0,14662.0,4.35,66
보유중,004000.KS,롯데정밀화학,2026-02-04,2026-02-05,49550.0,51600.0,,,,,41781.0,77121.0,4.14,49
보유중,017800.KS,현대엘리베이터,2026-01-30,2026-02-02,83375.8097789797,86700.0,,,,,70304.0,129769.0,3.99,52
보유중,000370.KS,한화손해보험,2026-02-04,2026-02-05,6560.0,6820.0,,,,,5532.0,10210.0,3.96,49
보유중,215200.KS,메가스터디교육,2026-03-18,2026-03-19,44550.0,46300.0,,,,,37565.0,69339.0,3.93,7
보유중,035250.KS,강원랜드,2026-01-29,2026-01-30,17560.0,18240.0,,,,,14807.0,27331.0,3.87,55
보유중,001040.KS,CJ,2026-01-28,2026-01-29,197000.0,203000.0,,,,,166114.0,306617.0,3.05,56
보유중,298050.KS,HS효성첨단소재,2026-01-21,2026-01-22,215500.0,221500.0,,,,,181713.0,335411.0,2.78,63
보유중,136480.KS,하림,2026-02-04,2026-02-05,3150.0,3230.0,,,,,2656.0,4903.0,2.54,49
보유중,126560.KS,현대퓨처넷,2026-01-19,2026-01-20,3200.0,3275.0,,,,,2698.0,4981.0,2.34,65
보유중,265520.KS,AP시스템,2026-01-05,2026-01-06,20350.0,20800.0,,,,,17159.0,31673.0,2.21,79
보유중,357120.KS,코람코라이프인프라리츠,2026-03-05,2026-03-06,4510.0,4595.0,,,,,3803.0,7020.0,1.88,20
보유중,001340.KS,PKC,2026-02-04,2026-02-05,6640.0,6760.0,,,,,5599.0,10335.0,1.81,49
보유중,033780.KS,KT&G,2026-02-02,2026-02-03,152786.19467343055,155500.0,,,,,128832.0,237801.0,1.78,51
보유중,033270.KS,유나이티드제약,2026-03-03,2026-03-04,19950.0,20300.0,,,,,16822.0,31051.0,1.75,22
보유중,031430.KS,신세계인터내셔날,2026-01-29,2026-01-30,12140.0,12340.0,,,,,10237.0,18895.0,1.65,55
보유중,022100.KS,포스코DX,2025-12-29,2025-12-30,29900.0,30350.0,,,,,25212.0,46537.0,1.51,86
보유중,365340.KS,성일하이텍,2026-01-22,2026-01-23,56800.0,57600.0,,,,,47895.0,88405.0,1.41,62
보유중,001250.KS,GS글로벌,2026-02-12,2026-02-13,2570.0959250710225,2605.0,,,,,2167.0,4000.0,1.36,41
보유중,213500.KS,한솔제지,2026-02-05,2026-02-06,8470.0,8570.0,,,,,7142.0,13183.0,1.18,48
보유중,003550.KS,LG,2026-01-16,2026-01-19,86700.0,87500.0,,,,,73107.0,134943.0,0.92,66
보유중,034950.KS,한국기업평가,2026-02-11,2026-02-12,99754.07293526786,100500.0,,,,,84114.0,155260.0,0.75,42
보유중,088260.KS,이리츠코크렙,2026-02-23,2026-02-24,4810.0,4845.0,,,,,4056.0,7486.0,0.73,30
보유중,000480.KS,CR홀딩스,2026-02-19,2026-02-20,4945.0,4955.0,,,,,4170.0,7697.0,0.2,34
보유중,051500.KS,CJ프레시웨이,2026-02-03,2026-02-04,30900.0,30950.0,,,,,26055.0,48094.0,0.16,50
보유중,001790.KS,대한제당,2026-02-23,2026-02-24,2950.0,2950.0,,,,,2487.0,4591.0,0.0,30
보유중,003850.KS,보령,2026-02-11,2026-02-12,9670.0,9660.0,,,,,8154.0,15051.0,-0.1,42
보유중,097950.KS,CJ제일제당,2026-02-04,2026-02-05,217006.8342760181,216500.0,,,,,182984.0,337756.0,-0.23,49
보유중,005440.KS,현대지에프홀딩스,2026-02-11,2026-02-12,14500.0,14440.0,,,,,12227.0,22568.0,-0.41,42
보유중,001940.KS,KISCO홀딩스,2026-01-20,2026-01-21,26600.0,26400.0,,,,,22430.0,41401.0,-0.75,64
보유중,011560.KS,세보엠이씨,2026-02-25,2026-02-26,18310.0,18170.0,,,,,15439.0,28498.0,-0.76,28
보유중,214180.KS,헥토이노베이션,2026-01-26,2026-01-27,19130.0,18940.0,,,,,16131.0,29775.0,-0.99,58
보유중,006400.KS,삼성SDI,2026-01-22,2026-01-23,402000.0,396500.0,,,,,338973.0,625685.0,-1.37,62
보유중,003920.KS,남양유업,2026-01-19,2026-01-20,51200.0,50400.0,,,,,43173.0,79689.0,-1.56,65
보유중,003090.KS,대웅,2026-02-03,2026-02-04,24850.0,24450.0,,,,,20954.0,38677.0,-1.61,50
보유중,032640.KS,LG유플러스,2026-01-27,2026-01-28,16220.0,15950.0,,,,,13677.0,25245.0,-1.66,57
보유중,119850.KS,지엔씨에너지,2026-01-14,2026-01-15,34550.0,33950.0,,,,,29133.0,53775.0,-1.74,70
보유중,084680.KS,이월드,2026-01-07,2026-01-08,1587.0,1558.0,,,,,1338.0,2470.0,-1.83,77
보유중,072710.KS,농심홀딩스,2026-02-12,2026-02-13,97400.0,95600.0,,,,,82129.0,151596.0,-1.85,41
보유중,090430.KS,아모레퍼시픽,2026-01-29,2026-01-30,138800.0,136000.0,,,,,117039.0,216033.0,-2.02,55
보유중,145020.KS,휴젤,2026-01-22,2026-01-23,260000.0,254500.0,,,,,219236.0,404672.0,-2.12,62
보유중,136490.KS,선진,2026-01-26,2026-01-27,10580.0,10350.0,,,,,8921.0,16467.0,-2.17,58
보유중,005490.KS,POSCO홀딩스,2026-01-13,2026-01-14,350332.09307065216,342500.0,,,,,295406.0,545268.0,-2.24,71
보유중,069260.KS,TKG휴켐스,2026-01-29,2026-01-30,18995.7487734375,18570.0,,,,,16018.0,29566.0,-2.24,55
보유중,284740.KS,쿠쿠홈시스,2026-02-10,2026-02-11,25250.0,24650.0,,,,,21291.0,39300.0,-2.38,43
보유중,086280.KS,현대글로비스,2026-01-07,2026-01-08,233500.0,227500.0,,,,,196891.0,363427.0,-2.57,77
보유중,003555.KS,LG우,2026-01-19,2026-01-20,71000.0,69100.0,,,,,59868.0,110507.0,-2.68,65
보유중,088980.KS,맥쿼리인프라,2026-02-20,2026-02-23,11830.0,11460.0,,,,,9975.0,18413.0,-3.13,31
보유중,028300.KS,HLB,2025-12-30,2026-01-02,51600.0,49950.0,,,,,43510.0,80312.0,-3.2,83
보유중,330590.KS,롯데리츠,2026-02-26,2026-02-27,4775.0,4620.0,,,,,4026.0,7432.0,-3.25,27
보유중,060720.KS,KH바텍,2026-01-15,2026-01-16,14310.0,13830.0,,,,,12066.0,22273.0,-3.35,69
보유중,100120.KS,뷰웍스,2026-03-25,2026-03-26,30600.0,29400.0,,,,,25802.0,47627.0,-3.92,0
보유중,214370.KS,케어젠,2026-01-26,2026-01-27,97700.0,93800.0,,,,,82382.0,152063.0,-3.99,58
보유중,023160.KS,태광,2026-03-23,2026-03-24,36500.0,35000.0,,,,,30777.0,56810.0,-4.11,2
보유중,089860.KS,롯데렌탈,2026-02-04,2026-02-05,33000.0,31600.0,,,,,27826.0,51362.0,-4.24,49
보유중,339770.KS,교촌에프앤비,2026-02-09,2026-02-10,4366.021068893936,4180.0,,,,,3682.0,6795.0,-4.26,44
보유중,067310.KS,하나마이크론,2026-01-27,2026-01-28,34100.0,32600.0,,,,,28754.0,53074.0,-4.4,57
보유중,000120.KS,CJ대한통운,2026-02-05,2026-02-06,113100.0,108000.0,,,,,95368.0,176032.0,-4.51,48
보유중,004980.KS,성신양회,2026-02-03,2026-02-04,10140.0,9670.0,,,,,8550.0,15782.0,-4.64,50
보유중,241710.KS,코스메카코리아,2026-01-22,2026-01-23,81600.0,77800.0,,,,,68807.0,127005.0,-4.66,62
보유중,348210.KS,넥스틴,2026-01-26,2026-01-27,78600.0,74800.0,,,,,66277.0,122335.0,-4.83,58
보유중,053800.KS,안랩,2026-01-26,2026-01-27,64500.0,61300.0,,,,,54387.0,100390.0,-4.96,58
보유중,001740.KS,SK네트웍스,2026-01-30,2026-02-02,5540.0,5260.0,,,,,4671.0,8623.0,-5.05,52
보유중,255220.KS,SG,2026-01-29,2026-01-30,2865.0,2710.0,,,,,2416.0,4459.0,-5.41,55
보유중,298690.KS,에어부산,2026-02-09,2026-02-10,1936.0,1831.0,,,,,1632.0,3013.0,-5.42,44
보유중,011200.KS,HMM,2026-02-10,2026-02-11,20955.22468824228,19810.0,,,,,17670.0,32615.0,-5.47,43
보유중,006405.KS,삼성SDI우,2026-02-24,2026-02-25,219500.0,207500.0,,,,,185086.0,341636.0,-5.47,29
보유중,003490.KS,대한항공,2026-02-23,2026-02-24,26450.0,24950.0,,,,,22303.0,41168.0,-5.67,30
보유중,271560.KS,오리온,2026-02-12,2026-02-13,140200.0,132200.0,,,,,118219.0,218212.0,-5.71,41
보유중,033640.KS,네패스,2026-03-25,2026-03-26,20300.0,19130.0,,,,,17117.0,31596.0,-5.76,0
보유중,340570.KS,티앤엘,2026-01-29,2026-01-30,53500.0,50400.0,,,,,45112.0,83269.0,-5.79,55
보유중,002320.KS,한진,2026-02-04,2026-02-05,20600.0,19400.0,,,,,17370.0,32062.0,-5.83,49
보유중,035150.KS,백산,2026-02-13,2026-02-19,13900.0,13070.0,,,,,11721.0,21634.0,-5.97,35
보유중,017390.KS,서울가스,2026-02-20,2026-02-23,70700.0,66400.0,,,,,59615.0,110040.0,-6.08,31
